LocationID,City,Country,Coordinates
2931,HINTHADA,BURMA,"(17.6483, 95.4679)"
2932,LA RIOJA,ARGENTINA,"(-29.4131, -66.8558)"
2933,CANAKKALE,TURKEY,"(40.15, 26.4)"
2934,MADANAPALLE,INDIA,"(13.55, 78.5)"
2935,PALOPO,INDONESIA,"(-3.0, 120.2)"
2936,AYACUCHO,PERU,"(-13.1631, -74.2244)"
2937,TUNJA,COLOMBIA,"(5.5403, -73.3614)"
2938,OBUASE,GHANA,"(6.2, -1.6833)"
2939,ALLEPPEY,INDIA,"(9.5004, 76.37)"
2940,IPSWICH,UNITED KINGDOM,"(52.0594, 1.1556)"
2941,BOMA,CONGO (KINSHASA),"(-5.85, 13.05)"
2942,TIARET,ALGERIA,"(35.3667, 1.3167)"
2943,EDIRNE,TURKEY,"(41.6781, 26.5594)"
2944,CHICOLOAPAN,MEXICO,"(19.4167, -98.9)"
2945,LONGJING,CHINA,"(42.77, 129.4197)"
2946,SPLIT,CROATIA,"(43.51, 16.45)"
2947,LORAIN,UNITED STATES,"(41.4409, -82.184)"
2948,KLERKSDORP,SOUTH AFRICA,"(-26.8667, 26.6667)"
2949,MURFREESBORO,UNITED STATES,"(35.8492, -86.4119)"
2950,HIGH POINT,UNITED STATES,"(35.9907, -79.9938)"
2951,HAMM,GERMANY,"(51.6667, 7.8167)"
2952,TARIJA,BOLIVIA,"(-21.5317, -64.7311)"
2953,AL `ARISH,EGYPT,"(31.1249, 33.8006)"
2954,EL OUED,ALGERIA,"(33.3704, 6.86)"
2955,PAITA,PERU,"(-5.0667, -81.1)"
2956,NEWPORT NEWS,UNITED STATES,"(37.1051, -76.5185)"
2957,TORBALI,TURKEY,"(38.1619, 27.3583)"
2958,POTSDAM,GERMANY,"(52.4, 13.0667)"
2959,LANGSA,INDONESIA,"(4.4667, 97.95)"
2960,BADE,TAIWAN,"(24.9575, 121.2989)"
2961,BIDA,NIGERIA,"(9.0804, 6.01)"
2962,SALALAH,OMAN,"(17.0197, 54.0897)"
2963,MATOSINHOS,PORTUGAL,"(41.2077, -8.6674)"
2964,BARANAVICHY,BELARUS,"(53.1167, 25.9833)"
2965,BIRJAND,IRAN,"(32.8667, 59.2)"
2966,VELLORE,INDIA,"(12.9204, 79.15)"
2967,DAM DAM,INDIA,"(22.62, 88.42)"
2968,BEJAIA,ALGERIA,"(36.75, 5.0667)"
2969,RANCHO CUCAMONGA,UNITED STATES,"(34.1248, -117.5666)"
2970,NORILSK,RUSSIA,"(69.3333, 88.2167)"
2971,SANTANDER,SPAIN,"(43.4667, -3.8)"
2972,HEMET,UNITED STATES,"(33.7341, -116.9969)"
2973,YANGMEI,TAIWAN,"(24.9167, 121.15)"
2974,CIUDAD VALLES,MEXICO,"(21.9833, -99.0167)"
2975,KADUGLI,SUDAN,"(11.01, 29.7)"
2976,LES CAYES,HAITI,"(18.2004, -73.75)"
2977,HITACHI,JAPAN,"(36.6, 140.65)"
2978,SUNDERLAND,UNITED KINGDOM,"(54.9061, -1.3811)"
2979,LETPANDAN,BURMA,"(17.7866, 95.7507)"
2980,KAMAKURAYAMA,JAPAN,"(35.3197, 139.5525)"
2981,ZABRZE,POLAND,"(50.3, 18.7833)"
2982,ALMADA,PORTUGAL,"(38.6803, -9.1583)"
2983,ILFORD,UNITED KINGDOM,"(51.5588, 0.0855)"
2984,CUAUTLA,MEXICO,"(18.8167, -98.95)"
2985,SANTA CRUZ,UNITED STATES,"(36.9789, -122.0346)"
2986,SAINT-LOUIS,SENEGAL,"(16.0333, -16.5)"
2987,BARRA MANSA,BRAZIL,"(-22.56, -44.17)"
2988,AIT MELLOUL,MOROCCO,"(30.3342, -9.4972)"
2989,PLZEN,CZECHIA,"(49.7414, 13.3825)"
2990,CIUDAD DEL CARMEN,MEXICO,"(18.6333, -91.8333)"
2991,DANBURY,UNITED STATES,"(41.4016, -73.471)"
2992,TOULON,FRANCE,"(43.1258, 5.9306)"
2993,PEORIA,UNITED STATES,"(33.7844, -112.2989)"
2994,OEIRAS,PORTUGAL,"(38.697, -9.3017)"
2995,DAGUPAN CITY,PHILIPPINES,"(16.0333, 120.3333)"
2996,EREGLI,TURKEY,"(41.2583, 31.425)"
2997,OCEANSIDE,UNITED STATES,"(33.2247, -117.3083)"
2998,SHIBIRGHAN,AFGHANISTAN,"(36.665, 65.752)"
2999,CHANDANNAGAR,INDIA,"(22.8667, 88.3833)"
3000,HARAR,ETHIOPIA,"(9.32, 42.15)"
3001,MIDDLESBROUGH,UNITED KINGDOM,"(54.5767, -1.2355)"
3002,TYRE,LEBANON,"(33.2667, 35.2)"
3003,KORONADAL,PHILIPPINES,"(6.5, 124.85)"
3004,OLSZTYN,POLAND,"(53.78, 20.4942)"
3005,CUDDALORE,INDIA,"(11.75, 79.75)"
3006,MARAGHEH,IRAN,"(37.3833, 46.2667)"
3007,OBIRAKI,JAPAN,"(40.57, 140.47)"
3008,TEBINGTINGGI,INDONESIA,"(3.3283, 99.1625)"
3009,COMITAN,MEXICO,"(16.2511, -92.1342)"
3010,SAN FRANCISCO DE MACORIS,DOMINICAN REPUBLIC,"(19.3, -70.25)"
3011,TAKAOKA,JAPAN,"(42.6504, 141.55)"
3012,SIRJAN,IRAN,"(29.47, 55.73)"
3013,TANAUAN,PHILIPPINES,"(14.0833, 121.15)"
3014,MENEMEN,TURKEY,"(38.6, 27.0667)"
3015,MALAYBALAY,PHILIPPINES,"(8.1575, 125.1278)"
3016,ELK GROVE,UNITED STATES,"(38.416, -121.3842)"
3017,SYZRAN,RUSSIA,"(53.1667, 48.4667)"
3018,CARUPANO,VENEZUELA,"(10.6722, -63.2403)"
3019,SAINT-ETIENNE,FRANCE,"(45.4347, 4.3903)"
3020,LAGOS DE MORENO,MEXICO,"(21.3564, -101.9292)"
3021,LEON,NICARAGUA,"(12.4333, -86.8833)"
3022,CHIRALA,INDIA,"(15.82, 80.35)"
3023,TITAGARH,INDIA,"(22.74, 88.37)"
3024,BIELSKO-BIALA,POLAND,"(49.8225, 19.0444)"
3025,BEPPUCHO,JAPAN,"(42.9304, 143.17)"
3026,BYTOM,POLAND,"(50.347, 18.923)"
3027,LINJIANG,CHINA,"(41.8082, 126.9137)"
3028,HA LONG,VIETNAM,"(20.95, 107.0833)"
3029,DEO,INDIA,"(24.6561, 84.4356)"
3030,PEMBROKE PINES,UNITED STATES,"(26.0128, -80.3382)"
3031,TLEMCEN,ALGERIA,"(34.8828, -1.3167)"
3032,ALBACETE,SPAIN,"(38.9956, -1.8558)"
3033,CASTELLON DE LA PLANA,SPAIN,"(39.97, -0.05)"
3034,SHAHIN SHAHR,IRAN,"(32.8639, 51.5475)"
3035,COMODORO RIVADAVIA,ARGENTINA,"(-45.8667, -67.5)"
3036,LUDWIGSHAFEN,GERMANY,"(49.4811, 8.4353)"
3037,VALLEJO,UNITED STATES,"(38.1133, -122.2358)"
3038,ESCUINTLA,GUATEMALA,"(14.305, -90.785)"
3039,IZUMO,JAPAN,"(35.3681, 132.755)"
3040,BERTOUA,CAMEROON,"(4.5833, 13.6833)"
3041,BANYUWANGI,INDONESIA,"(-8.195, 114.3696)"
3042,MULHEIM,GERMANY,"(51.4283, 6.8789)"
3043,SACABA,BOLIVIA,"(-17.4042, -66.0408)"
3044,CARPINA,BRAZIL,"(-7.8508, -35.2547)"
3045,BANHA,EGYPT,"(30.4628, 31.1797)"
3046,BARRIE,CANADA,"(44.3711, -79.6769)"
3047,KRASNOGORSK,RUSSIA,"(55.8167, 37.3333)"
3048,KAOLACK,SENEGAL,"(14.152, -16.0726)"
3049,SAKURA,JAPAN,"(35.7239, 140.2239)"
3050,BURGOS,SPAIN,"(42.35, -3.6822)"
3051,GUANAJUATO,MEXICO,"(21.0178, -101.2567)"
3052,REGGIO EMILIA,ITALY,"(44.7, 10.6333)"
3053,FRANCISCO MORATO,BRAZIL,"(-23.2817, -46.7425)"
3054,GARDEN GROVE,UNITED STATES,"(33.7787, -117.9601)"
3055,VOLGODONSK,RUSSIA,"(47.5167, 42.15)"
3056,BAGO,PHILIPPINES,"(10.5388, 122.8384)"
3057,NIIZA,JAPAN,"(35.7933, 139.5653)"
3058,TOLEDO,PHILIPPINES,"(10.3833, 123.65)"
3059,KAMENSK-URAL'SKIY,RUSSIA,"(56.4, 61.9333)"
3060,KOHAT,PAKISTAN,"(33.5869, 71.4414)"
3061,NISHIO,JAPAN,"(34.8667, 137.0667)"
3062,LOJA,ECUADOR,"(-3.9906, -79.205)"
3063,CUAUHTEMOC,MEXICO,"(28.405, -106.8667)"
3064,MEDFORD,UNITED STATES,"(42.3372, -122.8537)"
3065,HAMILTON,NEW ZEALAND,"(-37.7833, 175.2833)"
3066,USSURIYSK,RUSSIA,"(43.8, 131.95)"
3067,UVIRA,CONGO (KINSHASA),"(-3.4044, 29.1379)"
3068,PORTMORE,JAMAICA,"(17.9667, -76.8667)"
3069,MACHILIPATNAM,INDIA,"(16.1667, 81.1333)"
3070,BORDJ BOU ARRERIDJ,ALGERIA,"(36.0667, 4.7667)"
3071,NUKUS,UZBEKISTAN,"(42.4647, 59.6022)"
3072,MALAYER,IRAN,"(34.2942, 48.82)"
3073,N'ZEREKORE,GUINEA,"(7.76, -8.83)"
3074,CARY,UNITED STATES,"(35.782, -78.8191)"
3075,KLUANG,MALAYSIA,"(2.0383, 103.3179)"
3076,NOVOCHERKASSK,RUSSIA,"(47.4222, 40.0939)"
3077,MARYSVILLE,UNITED STATES,"(48.0809, -122.1561)"
3078,DIGOS,PHILIPPINES,"(6.75, 125.35)"
3079,SAN LUIS,ARGENTINA,"(-33.2994, -66.3392)"
3080,CORONA,UNITED STATES,"(33.8616, -117.5649)"
3081,OLDENBURG,GERMANY,"(53.1439, 8.2139)"
3082,MEDINIPUR,INDIA,"(22.4333, 87.3333)"
3083,FENGLU,CHINA,"(24.6728, 102.9149)"
3084,AL MARJ,LIBYA,"(32.5005, 20.83)"
3085,SOSAN,"KOREA, SOUTH","(36.7817, 126.4522)"
3086,OCALA,UNITED STATES,"(29.178, -82.1511)"
3087,SONSONATE,EL SALVADOR,"(13.72, -89.73)"
3088,GONDOMAR,PORTUGAL,"(41.15, -8.5333)"
3089,SARH,CHAD,"(9.15, 18.3833)"
3090,JAMALPUR,BANGLADESH,"(24.9004, 89.95)"
3091,FREDERICKSBURG,UNITED STATES,"(38.2992, -77.4872)"
3092,SOBRAL,BRAZIL,"(-3.6861, -40.3497)"
3093,AMBATO,ECUADOR,"(-1.2417, -78.6197)"
3094,BARAMULA,INDIA,"(34.2, 74.34)"
3095,ROXAS CITY,PHILIPPINES,"(11.5833, 122.75)"
3096,SORSOGON,PHILIPPINES,"(12.9667, 124.0)"
3097,OYAMA,JAPAN,"(36.3147, 139.8003)"
3098,TAKAOKA,JAPAN,"(36.75, 137.0333)"
3099,TANJUNGBALAI,INDONESIA,"(2.9667, 99.8)"
3100,HUICH'ON,"KOREA, NORTH","(40.1711, 126.2758)"
3101,UPPSALA,SWEDEN,"(59.8498, 17.6389)"
3102,ITAPECERICA DA SERRA,BRAZIL,"(-23.7172, -46.8494)"
3103,SAO CAETANO DO SUL,BRAZIL,"(-23.6228, -46.5508)"
3104,ZLATOUST,RUSSIA,"(55.1667, 59.6667)"
3105,RUSTENBURG,SOUTH AFRICA,"(-25.65, 27.24)"
3106,PATRA,GREECE,"(38.25, 21.7333)"
3107,RIOHACHA,COLOMBIA,"(11.5442, -72.9069)"
3108,NADOR,MOROCCO,"(35.1667, -2.9333)"
3109,IWATA,JAPAN,"(34.7178, 137.8514)"
3110,GAINESVILLE,UNITED STATES,"(34.2903, -83.8301)"
3111,ITU,BRAZIL,"(-23.2642, -47.2992)"
3112,FATEHPUR,INDIA,"(25.8804, 80.8)"
3113,`AR`AR,SAUDI ARABIA,"(30.9833, 41.0167)"
3114,HA TINH,VIETNAM,"(18.3428, 105.9058)"
3115,AL KUFAH,IRAQ,"(32.03, 44.4)"
3116,KIMBERLEY,SOUTH AFRICA,"(-28.7386, 24.7586)"
3117,TENALI,INDIA,"(16.243, 80.64)"
3118,SKIKDA,ALGERIA,"(36.8667, 6.9)"
3119,NANTOU,TAIWAN,"(23.9167, 120.6833)"
3120,SIIRT,TURKEY,"(37.8417, 41.9458)"
3121,KUYTUN,CHINA,"(44.4196, 84.9012)"
3122,OSNABRUCK,GERMANY,"(52.2789, 8.0431)"
3123,RIO LARGO,BRAZIL,"(-9.4783, -35.8533)"
3124,KORFEZ,TURKEY,"(40.7706, 29.7661)"
3125,PERUGIA,ITALY,"(43.1121, 12.3888)"
3126,UDIPI,INDIA,"(13.3322, 74.7461)"
3127,OSHAWA,CANADA,"(43.9, -78.85)"
3128,KLAIPEDA,LITHUANIA,"(55.7075, 21.1428)"
3129,LEVERKUSEN,GERMANY,"(51.0333, 6.9833)"
3130,TULUA,COLOMBIA,"(4.0904, -76.21)"
3131,IDLIB,SYRIA,"(35.9333, 36.6333)"
3132,WARRINGTON,UNITED KINGDOM,"(53.3917, -2.5972)"
3133,SITALPUR,INDIA,"(27.63, 80.75)"
3134,CIENFUEGOS,CUBA,"(22.1456, -80.4364)"
3135,BAYAMON,PUERTO RICO,"(18.3793, -66.1635)"
3136,PRODDATUR,INDIA,"(14.73, 78.55)"
3137,CONJEEVERAM,INDIA,"(12.8308, 79.7078)"
3138,SAQQEZ,IRAN,"(36.2497, 46.2733)"
3139,DOURADOS,BRAZIL,"(-22.23, -54.81)"
3140,HUDDERSFIELD,UNITED KINGDOM,"(53.645, -1.7798)"
3141,FUKANG,CHINA,"(44.1523, 87.9793)"
3142,UBE,JAPAN,"(33.9517, 131.2467)"
3143,SLOUGH,UNITED KINGDOM,"(51.51, -0.59)"
3144,BHISHO,SOUTH AFRICA,"(-32.8494, 27.4381)"
3145,CHILLAN,CHILE,"(-36.6067, -72.1033)"
3146,ENTERPRISE,UNITED STATES,"(36.0164, -115.2208)"
3147,ODENSE,DENMARK,"(55.4004, 10.3833)"
3148,METRO,INDONESIA,"(-5.1167, 105.3)"
3149,RAMAT GAN,ISRAEL,"(32.0833, 34.8167)"
3150,MURIDKE,PAKISTAN,"(31.802, 74.255)"
3151,IPSWICH,AUSTRALIA,"(-27.6167, 152.7667)"
3152,RUSE,BULGARIA,"(43.8475, 25.9544)"
3153,MYINGYAN,BURMA,"(21.4618, 95.3914)"
3154,CHAPECO,BRAZIL,"(-27.1, -52.64)"
3155,TANGJIN,"KOREA, SOUTH","(36.8944, 126.6297)"
3156,TEMA,GHANA,"(5.6667, -0.0167)"
3157,`UNAYZAH,SAUDI ARABIA,"(26.084, 43.994)"
3158,BARREIRAS,BRAZIL,"(-12.1528, -44.99)"
3159,PIEDRAS NEGRAS,MEXICO,"(28.7, -100.5231)"
3160,ITAPETININGA,BRAZIL,"(-23.5917, -48.0531)"
3161,POCHEON,"KOREA, SOUTH","(37.8944, 127.1992)"
3162,TURGUTLU,TURKEY,"(38.5, 27.7)"
3163,NAVSARI,INDIA,"(20.8504, 72.92)"
3164,WAU,SOUTH SUDAN,"(7.7, 27.9833)"
3165,GOLCUK,TURKEY,"(40.6667, 29.8333)"
3166,MUZAFFARGARH,PAKISTAN,"(30.0703, 71.1933)"
3167,JIZZAX,UZBEKISTAN,"(40.1167, 67.85)"
3168,ATYRAU,KAZAKHSTAN,"(47.1167, 51.8833)"
3169,SIMAO,CHINA,"(22.7807, 100.9782)"
3170,MOSTAR,BOSNIA AND HERZEGOVINA,"(43.3494, 17.8125)"
3171,EL GENEINA,SUDAN,"(13.45, 22.44)"
3172,BANDAR-E MAHSHAHR,IRAN,"(30.5589, 49.1981)"
3173,MANCHESTER,UNITED STATES,"(42.9848, -71.4447)"
3174,ANACO,VENEZUELA,"(9.4333, -64.4667)"
3175,SULLANA,PERU,"(-4.9, -80.7)"
3176,GODHRA,INDIA,"(22.7755, 73.6149)"
3177,ZEMUN,SERBIA,"(44.85, 20.4)"
3178,MAHABAD,IRAN,"(36.7704, 45.72)"
3179,BUDAUN,INDIA,"(28.03, 79.09)"
3180,CHITTOOR,INDIA,"(13.2, 79.1167)"
3181,ANDONG,"KOREA, SOUTH","(36.5656, 128.725)"
3182,ASH SHATRAH,IRAQ,"(31.4175, 46.1772)"
3183,MOCAMEDES,ANGOLA,"(-15.1953, 12.1508)"
3184,RAFSANJAN,IRAN,"(30.4, 56.0)"
3185,BENONI,SOUTH AFRICA,"(-26.1883, 28.3206)"
3186,HEIDELBERG,GERMANY,"(49.4122, 8.71)"
3187,AL GHARDAQAH,EGYPT,"(27.2578, 33.8117)"
3188,SALIHLI,TURKEY,"(38.4811, 28.1392)"
3189,ELEKTROSTAL,RUSSIA,"(55.8, 38.45)"
3190,BONTANG,INDONESIA,"(0.1333, 117.5)"
3191,DONG HOI,VIETNAM,"(17.4833, 106.6)"
3192,KRISHNANAGAR,INDIA,"(23.4, 88.5)"
3193,SZEGED,HUNGARY,"(46.25, 20.1667)"
3194,SHERBROOKE,CANADA,"(45.4, -71.9)"
3195,SOLINGEN,GERMANY,"(51.1667, 7.0833)"
3196,TACHENG,CHINA,"(46.7468, 82.979)"
3197,DHAMAR,YEMEN,"(14.55, 44.4017)"
3198,JOSE MARIA EZEIZA,ARGENTINA,"(-34.8333, -58.5167)"
3199,BRAGANCA PAULISTA,BRAZIL,"(-22.9189, -46.5425)"
3200,RA'S AL KHAYMAH,UNITED ARAB EMIRATES,"(25.7915, 55.9428)"
3201,PINDAMONHANGABA,BRAZIL,"(-22.9239, -45.4617)"
3202,DIJON,FRANCE,"(47.3167, 5.0167)"
3203,LIVORNO,ITALY,"(43.55, 10.3167)"
3204,KHOST,AFGHANISTAN,"(33.3333, 69.9167)"
3205,DARMSTADT,GERMANY,"(49.8667, 8.65)"
3206,SAINT-MARC,HAITI,"(19.1167, -72.7)"
3207,ARAD,ROMANIA,"(46.1667, 21.3167)"
3208,KHANPUR,PAKISTAN,"(28.6471, 70.662)"
3209,MATSUZAKA,JAPAN,"(34.5781, 136.5275)"
3210,TAUNGGYI,BURMA,"(20.7833, 96.9667)"
3211,BINGOL,TURKEY,"(38.8861, 40.5017)"
3212,SAN NICOLAS DE LOS ARROYOS,ARGENTINA,"(-33.3333, -60.2167)"
3213,HUAYCAN,PERU,"(-12.0139, -76.825)"
3214,TIRASPOL,MOLDOVA,"(46.8319, 29.5767)"
3215,SHAHR-E KORD,IRAN,"(32.3256, 50.8644)"
3216,TALAS,TURKEY,"(38.6833, 35.5667)"
3217,PUNTA DEL ESTE,URUGUAY,"(-34.97, -54.95)"
3218,EKIBASTUZ,KAZAKHSTAN,"(51.7298, 75.3266)"
3219,TRECE MARTIRES CITY,PHILIPPINES,"(14.2833, 120.8667)"
3220,OGAKI,JAPAN,"(35.3594, 136.6128)"
3221,HAT YAI,THAILAND,"(7.0167, 100.4667)"
3222,CHIRCHIQ,UZBEKISTAN,"(41.4667, 69.5833)"
3223,CATAMARCA,ARGENTINA,"(-28.4686, -65.7792)"
3224,NAKHODKA,RUSSIA,"(67.7504, 77.52)"
3225,JIJIGA,ETHIOPIA,"(9.35, 42.8)"
3226,KRAMATORSK,UKRAINE,"(48.7208, 37.5556)"
3227,CHAMPAIGN,UNITED STATES,"(40.1144, -88.2735)"
3228,ALEXANDRIA,UNITED STATES,"(38.8185, -77.0861)"
3229,GEORGE,SOUTH AFRICA,"(-33.9667, 22.45)"
3230,HERNE,GERMANY,"(51.5426, 7.219)"
3231,RAVENNA,ITALY,"(44.4178, 12.1994)"
3232,ZARZIS,TUNISIA,"(33.5104, 11.1)"
3233,HAYWARD,UNITED STATES,"(37.6328, -122.0772)"
3234,LA LAGUNA,SPAIN,"(28.48, -16.32)"
3235,HIGASHI-MURAYAMA,JAPAN,"(35.7547, 139.4686)"
3236,SAHARSA,INDIA,"(25.88, 86.6)"
3237,STARA ZAGORA,BULGARIA,"(42.4247, 25.6256)"
3238,CHAU DOC,VIETNAM,"(10.7, 105.1167)"
3239,GUIMARAES,PORTUGAL,"(41.445, -8.2908)"
3240,HARIPUR,INDIA,"(31.52, 75.98)"
3241,SPRINGFIELD,UNITED STATES,"(39.771, -89.6538)"
3242,SAN CRISTOBAL,MEXICO,"(16.7367, -92.6383)"
3243,RAFAEL CASTILLO,ARGENTINA,"(-34.7167, -58.6167)"
3244,VILLANUEVA,HONDURAS,"(15.3167, -88.0167)"
3245,GOJRA,PAKISTAN,"(31.15, 72.6833)"
3246,LAKEWOOD,UNITED STATES,"(39.6977, -105.1168)"
3247,OXFORD,UNITED KINGDOM,"(51.7519, -1.2578)"
3248,VILLEURBANNE,FRANCE,"(45.7667, 4.8803)"
3249,LAFAYETTE,UNITED STATES,"(40.399, -86.8594)"
3250,FETHIYE,TURKEY,"(36.6206, 29.1142)"
3251,UIWANG,"KOREA, SOUTH","(37.3447, 126.9683)"
3252,NAVOJOA,MEXICO,"(27.0813, -109.4461)"
3253,CALAMA,CHILE,"(-22.4624, -68.9272)"
3254,ERZINCAN,TURKEY,"(39.7464, 39.4914)"
3255,MIDDELBURG,SOUTH AFRICA,"(-25.7684, 29.4783)"
3256,MANDI BAHAUDDIN,PAKISTAN,"(32.5861, 73.4917)"
3257,ZONGULDAK,TURKEY,"(41.4304, 31.78)"
3258,HITACHI-NAKA,JAPAN,"(36.3964, 140.5344)"
3259,ISIRO,CONGO (KINSHASA),"(2.7833, 27.6167)"
3260,JINGGANGSHAN,CHINA,"(26.5736, 114.1639)"
3261,JIUTEPEC,MEXICO,"(18.8833, -99.1667)"
3262,BATUMI,GEORGIA,"(41.6458, 41.6417)"
3263,PATHANKOT,INDIA,"(32.2689, 75.6497)"
3264,NAZILLI,TURKEY,"(37.9125, 28.3206)"
3265,FREDERICK,UNITED STATES,"(39.4336, -77.4141)"
3266,LAJES,BRAZIL,"(-27.8158, -50.3258)"
3267,PITESTI,ROMANIA,"(44.8667, 24.8833)"
3268,CHLEF,ALGERIA,"(36.1647, 1.3317)"
3269,CHETUMAL,MEXICO,"(18.5036, -88.3053)"
3270,RONDONOPOLIS,BRAZIL,"(-16.4695, -54.64)"
3271,ESMERALDAS,ECUADOR,"(0.95, -79.6667)"
3272,ANGERS,FRANCE,"(47.4736, -0.5542)"
3273,HANAM,"KOREA, SOUTH","(37.5392, 127.2147)"
3274,DAIWANISHI,JAPAN,"(34.83, 135.4172)"
3275,MATAGALPA,NICARAGUA,"(12.9167, -85.9167)"
3276,SALZBURG,AUSTRIA,"(47.7972, 13.0477)"
3277,VIDISHA,INDIA,"(23.5239, 77.8061)"
3278,CAM PHA,VIETNAM,"(21.0071, 107.2845)"
3279,KARIYA,JAPAN,"(34.9833, 137.0)"
3280,TOCHIGI,JAPAN,"(36.3824, 139.7341)"
3281,LAKE CHARLES,UNITED STATES,"(30.2012, -93.2122)"
3282,ODESSA,UNITED STATES,"(31.8831, -102.3406)"
3283,NALGONDA,INDIA,"(17.05, 79.27)"
3284,ORDU,TURKEY,"(40.9833, 37.8833)"
3285,SAN CRISTOBAL,DOMINICAN REPUBLIC,"(18.416, -70.109)"
3286,TUSCALOOSA,UNITED STATES,"(33.2348, -87.5267)"
3287,HORAD BARYSAW,BELARUS,"(54.226, 28.4922)"
3288,NEUSS,GERMANY,"(51.2003, 6.6939)"
3289,MISKOLC,HUNGARY,"(48.1, 20.7833)"
3290,WARNER ROBINS,UNITED STATES,"(32.597, -83.6529)"
3291,BARTIN,TURKEY,"(41.6344, 32.3375)"
3292,PALMDALE,UNITED STATES,"(34.5944, -118.1057)"
3293,MELITOPOL',UKRAINE,"(46.8333, 35.3667)"
3294,ZANGO,NIGERIA,"(12.9333, 8.5333)"
3295,TAMA,JAPAN,"(35.6333, 139.45)"
3296,HOLLYWOOD,UNITED STATES,"(26.0294, -80.1679)"
3297,BALURGHAT,INDIA,"(25.2167, 88.7667)"
3298,MIDLAND,UNITED STATES,"(32.0249, -102.1137)"
3299,SURIGAO,PHILIPPINES,"(9.7833, 125.4833)"
3300,DIBRUGARH,INDIA,"(27.4833, 95.0)"
3301,MAHAJANGA,MADAGASCAR,"(-15.67, 46.345)"
3302,SALAVAT,RUSSIA,"(53.3667, 55.9333)"
3303,BANDIRMA,TURKEY,"(40.3542, 27.9725)"
3304,LEESBURG,UNITED STATES,"(28.7657, -81.8996)"
3305,TUGUEGARAO,PHILIPPINES,"(17.6167, 121.7167)"
3306,GANDAJIKA,CONGO (KINSHASA),"(-6.75, 23.9667)"
3307,SILAO,MEXICO,"(20.9478, -101.4281)"
3308,REGENSBURG,GERMANY,"(49.0167, 12.0833)"
3309,UEDA,JAPAN,"(36.4019, 138.2492)"
3310,PORT ARTHUR,UNITED STATES,"(29.8554, -93.9264)"
3311,YORK,UNITED KINGDOM,"(53.9583, -1.0803)"
3312,PALO NEGRO,VENEZUELA,"(10.16, -67.5582)"
3313,ALMETYEVSK,RUSSIA,"(54.9, 52.3)"
3314,KAFR ASH SHAYKH,EGYPT,"(31.1, 30.95)"
3315,NODA,JAPAN,"(35.955, 139.8747)"
3316,SEOGWIPO,"KOREA, SOUTH","(33.2497, 126.56)"
3317,MOANDA,CONGO (KINSHASA),"(-5.9229, 12.355)"
3318,TETE,MOZAMBIQUE,"(-16.1579, 33.5898)"
3319,MZUZU,MALAWI,"(-11.45, 34.0333)"
3320,FYZABAD,INDIA,"(26.7504, 82.17)"
3321,HARROW,UNITED KINGDOM,"(51.5836, -0.3464)"
3322,POOLE,UNITED KINGDOM,"(50.7167, -1.9833)"
3323,SEMNAN,IRAN,"(35.5833, 53.3833)"
3324,HOERYONG,"KOREA, NORTH","(42.4333, 129.75)"
3325,KIRSEHIR,TURKEY,"(39.145, 34.1608)"
3326,MUSKEGON,UNITED STATES,"(43.2281, -86.2563)"
3327,SIEVIERODONETSK,UKRAINE,"(48.95, 38.4833)"
3328,GUARAPUAVA,BRAZIL,"(-25.38, -51.48)"
3329,SINP'O,"KOREA, NORTH","(40.0833, 128.25)"
3330,SILCHAR,INDIA,"(24.7904, 92.79)"
3331,MACON,UNITED STATES,"(32.8065, -83.6974)"
3332,KOKSHETAU,KAZAKHSTAN,"(53.2824, 69.3969)"
3333,MACAE,BRAZIL,"(-22.38, -41.79)"
3334,CAIRNS,AUSTRALIA,"(-16.9303, 145.7703)"
3335,YILAN,TAIWAN,"(24.75, 121.75)"
3336,PAPANTLA DE OLARTE,MEXICO,"(20.4478, -97.32)"
3337,KANSAS CITY,UNITED STATES,"(39.1234, -94.7443)"
3338,CIUDAD DE MELILLA,SPAIN,"(35.2937, -2.9383)"
3339,SHANTIPUR,INDIA,"(23.25, 88.43)"
3340,KUKICHUO,JAPAN,"(36.0622, 139.6669)"
3341,GOLMEH,IRAN,"(33.6304, 46.43)"
3342,ZABID,YEMEN,"(14.1951, 43.3155)"
3343,PERISTERI,GREECE,"(38.0167, 23.6833)"
3344,HINDUPUR,INDIA,"(13.83, 77.49)"
3345,SUNNYVALE,UNITED STATES,"(37.3836, -122.0256)"
3346,BAUBAU,INDONESIA,"(-5.4667, 122.633)"
3347,MUDON,BURMA,"(16.2618, 97.7215)"
3348,SAYAMA,JAPAN,"(35.8531, 139.4122)"
3349,TAZA,MOROCCO,"(34.2144, -4.0088)"
3350,SETTAT,MOROCCO,"(33.0023, -7.6198)"
3351,IMABARI,JAPAN,"(34.0661, 132.9978)"
3352,FOGGIA,ITALY,"(41.4584, 15.5519)"
3353,ERODE,INDIA,"(11.3408, 77.7172)"
3354,POCOS DE CALDAS,BRAZIL,"(-21.78, -46.57)"
3355,GWANGYANG,"KOREA, SOUTH","(34.9403, 127.7017)"
3356,TORORO,UGANDA,"(0.6928, 34.1808)"
3357,GONBAD-E KAVUS,IRAN,"(37.25, 55.1672)"
3358,AL MANAQIL,SUDAN,"(14.2504, 32.98)"
3359,MIASS,RUSSIA,"(55.05, 60.1)"
